timestamp,open,high,low,close,volume
2025-08-02 09:03:14.013535,99.99456861989574,99.99456861989574,99.94776205084071,99.98089146263283,336078
2025-08-02 09:04:14.013535,99.99814385397691,100.007306117333,99.9747329430189,100.00060822007794,794384
2025-08-02 09:05:14.013535,100.02686318451491,100.02953524901652,100.01641090657395,100.02567602187808,374453
2025-08-02 09:06:14.013535,100.03075825617768,100.04222001732101,100.01791763370092,100.02267308069997,786776
2025-08-02 09:07:14.013535,100.03484791210025,100.03484791210025,100.00843460410566,100.01546776878428,955529
2025-08-02 09:08:14.013535,99.98876153542635,99.99591305313622,99.9808661861532,99.99107359615196,748404
2025-08-02 09:09:14.013535,99.98228866475264,99.98448043290668,99.97092485724045,99.9817780258362,818084
2025-08-02 09:10:14.013535,99.98907363406965,100.0171957033081,99.9805331986065,99.98618095496963,574461
2025-08-02 09:11:14.013535,99.98903148850452,100.02463216755866,99.98518621207477,100.01175764731074,508598
2025-08-02 09:12:14.013535,100.04014260343001,100.04487880620293,100.00848692756085,100.03280753948587,185665
2025-08-02 09:13:14.013535,100.05095648441394,100.06562259257568,100.04250060298989,100.04753813435352,554484
2025-08-02 09:14:14.013535,100.0193358236866,100.03264195979386,100.0193358236866,100.02725939854244,759997
2025-08-02 09:15:14.013535,100.02686480680147,100.04130267022032,100.02686480680147,100.03732304319041,919215
2025-08-02 09:16:14.013535,100.03696696210136,100.03696696210136,100.00607649885927,100.02391421637162,950218
2025-08-02 09:17:14.013535,100.03873000558751,100.06263232301403,100.0214964822686,100.03596955469335,421068
2025-08-02 09:18:14.013535,100.07083106476418,100.07728707005718,100.0446180003979,100.06353066379863,542047
2025-08-02 09:19:14.013535,100.06850114971559,100.0802543217703,100.0441268404848,100.0619964626195,275732
2025-08-02 09:20:14.013535,100.09478022132546,100.10923693757542,100.09478022132546,100.10224033924716,408454
2025-08-02 09:21:14.013535,100.06012475364255,100.06246562331093,100.05050745415642,100.05648926883279,590526
2025-08-02 09:22:14.013535,100.03094100675571,100.04819699033625,100.03094100675571,100.03623577504251,295663
2025-08-02 09:23:14.013535,100.01350152701656,100.01350152701656,99.98298245874624,100.00707368597106,892748
2025-08-02 09:24:14.013535,99.97572865396485,99.99198214301227,99.95705446309672,99.96630428229932,126768
2025-08-02 09:25:14.013535,99.95752840666373,100.00127672247962,99.93933487345741,99.95590586920417,638205
2025-08-02 09:26:14.013535,99.95882550841556,99.97302595272875,99.9385050917471,99.95660132400089,185464
2025-08-02 09:27:14.013535,99.94329813474276,99.95129697233705,99.92482450589453,99.94855764387971,936112
2025-08-02 09:28:14.013535,99.94903455715709,99.97322668478198,99.94903455715709,99.96889061935947,769508
2025-08-02 09:29:14.013535,99.9971154925207,99.9971154925207,99.97694838623791,99.98939158735267,568723
2025-08-02 09:30:14.013535,100.01997025767037,100.0355263535234,99.98111889005145,100.0076315263973,460191
2025-08-02 09:31:14.013535,99.99739323751824,100.0050687911791,99.97745946199963,99.99542594630432,375128
2025-08-02 09:32:14.013535,100.01880008630502,100.0245141148099,99.98106331487341,100.005849045194,890958
2025-08-02 09:33:14.013535,99.99897080406024,99.99897080406024,99.977206425714,99.98716305793756,312160
2025-08-02 09:34:14.013535,99.92956123157394,99.96895441348187,99.92956123157394,99.95532147011538,144004
2025-08-02 09:35:14.013535,99.91816524157433,99.94186916125538,99.88996108884527,99.9286319817818,335548
2025-08-02 09:36:14.013535,99.90914131124192,99.9135118222121,99.89744790186448,99.90761327865773,595919
2025-08-02 09:37:14.013535,99.91507982916059,99.92896663982752,99.88768766458003,99.89942091334666,485010
2025-08-02 09:38:14.013535,99.8510930759479,99.89687547830167,99.82323610990314,99.85439805565531,379686
2025-08-02 09:39:14.013535,99.82502414217842,99.85729048557286,99.82069557283108,99.831165594154,209455
2025-08-02 09:40:14.013535,99.83796602762013,99.85990400153023,99.82547612530404,99.82785293754488,362487
2025-08-02 09:41:14.013535,99.83293391211197,99.83891915146933,99.80190058332467,99.81976407392585,347023
